id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
D08-1035,-1,0.0,-1,,Bayesian Unsupervised Topic Segmentation,Bayesian Unsupervised Topic Segmentation,
C88-2162,-1,0.0,-1,,Language Acquisition: Coping With Lexical Gaps,Language Acquisition: Coping With Lexical Gaps,
W13-2514,0.0,0.0,0.0,Proceedings of the 6th Workshop on Building and Using,Mining for Domain-specific Parallel Text from Wikipedia,Mining for Domain-specific Parallel Text from Wikipedia,Proceedings of the 6th Workshop on Building and Using
Q13-1020,-1,0.0,-1,,Unsupervised Tree Induction for Tree-based Translation,Unsupervised Tree Induction for Tree-based Translation,
P92-1019,-1,0.0,-1,,A Connectionist Parser For Structure Unification Grammar,A Connectionist Parser For Structure Unification Grammar,
N10-1045,0.0,0.0,0.0,Human Language Technologies : The 2010,Towards Cross-Lingual Textual Entailment,Towards Cross-Lingual Textual Entailment,Human Language Technologies : The 2010
W11-0909,-1,0.0,-1,,A Joint Model of Implicit Arguments for Nominal Predicates,A Joint Model of Implicit Arguments for Nominal Predicates,
W02-2001,-1,0.0,-1,,Extracting The Unextractable: A Case Study On Verb-Particles,Extracting The Unextractable: A Case Study On Verb-Particles,
W13-2101,-1,0.0,-1,,Aligning Formal Meaning Representations with Surface Strings for Wide-Coverage Text Generation,Aligning Formal Meaning Representations with Surface Strings for Wide-Coverage Text Generation,
W06-3504,-1,0.0,-1,,Increasing The Coverage Of A Domain Independent Dialogue Lexicon With VERBNET,Increasing The Coverage Of A Domain Independent Dialogue Lexicon With VERBNET,
W00-0502,0.0,0.0,0.0,Task Tolerance of MT Output in Integrated Text,Task Tolerance Of MT Output In Integrated Text Processes,Task Tolerance Of MT Output In Integrated Text Processes,Task Tolerance of MT Output in Integrated Text
P06-1113,-1,0.0,-1,,Question Answering With Lexical Chains Propagating Verb Arguments,Question Answering With Lexical Chains Propagating Verb Arguments,
P07-1113,-1,0.0,-1,,A Sequencing Model for Situation Entity Classification,A Sequencing Model for Situation Entity Classification,
W11-0814,-1,0.0,-1,,Extracting Transfer Rules for Multiword Expressions from Parallel Corpora,Extracting Transfer Rules for Multiword Expressions from Parallel Corpora,
N07-1046,-1,0.0,-1,,A Log-Linear Block Transliteration Model based on Bi-Stream HMMs,A Log-Linear Block Transliteration Model based on Bi-Stream HMMs,
S13-2079,-1,0.0,-1,,Columbia NLP: Sentiment Detection of Subjective Phrases in Social Media,Columbia NLP: Sentiment Detection of Subjective Phrases in Social Media,
L08-1437,-1,0.0,-1,,Romanian Lexical Data Bases: Inflected and Syllabic Forms Dictionaries,Romanian Lexical Data Bases: Inflected and Syllabic Forms Dictionaries,
W97-1307,0.0,0.0,0.0,Recognizing Referential Links : An Information Extraction Perspective Megumi,Recognizing Referential Links: An Information Extraction Perspective,Recognizing Referential Links: An Information Extraction Perspective,Recognizing Referential Links : An Information Extraction Perspective Megumi
I08-2097,0.0,0.0,0.0,Lear ning Reliability of Parses for Domain Adaptation of Dependency,Learning Reliability of Parses for Domain Adaptation of Dependency Parsing,Learning Reliability of Parses for Domain Adaptation of Dependency Parsing,Lear ning Reliability of Parses for Domain Adaptation of Dependency
P99-1045,-1,0.0,-1,,Less Is More: Eliminating Index Terms From Subordinate Clauses,Less Is More: Eliminating Index Terms From Subordinate Clauses,
C04-1008,-1,0.0,-1,,Annotating And Measuring Temporal Relations In Texts,Annotating And Measuring Temporal Relations In Texts,
W97-0209,-1,0.0,-1,,Selectional Preference And Sense Disambiguation,Selectional Preference And Sense Disambiguation,
E09-1033,-1,0.0,-1,,Rich Bitext Projection Features for Parse Reranking,Rich Bitext Projection Features for Parse Reranking,
P06-2004,-1,0.0,-1,,The Effect Of Corpus Size In Combining Supervised And Unsupervised Training For Disambiguation,The Effect Of Corpus Size In Combining Supervised And Unsupervised Training For Disambiguation,
S13-2093,-1,0.0,-1,,BOUNCE: Sentiment Classification in Twitter using Rich Feature Sets,BOUNCE: Sentiment Classification in Twitter using Rich Feature Sets,
P96-1003,-1,0.0,-1,,Noun Phrase Analysis In Large Unrestricted Text For Information Retrieval,Noun Phrase Analysis In Large Unrestricted Text For Information Retrieval,
W03-1906,-1,0.0,-1,,Parmenides: An Opportunity For ISO TC37 SC4?,Parmenides: An Opportunity For ISO TC37 SC4?,
W06-1315,-1,0.0,-1,,Empirical Verification Of Adjacency Pairs Using Dialogue Segmentation,Empirical Verification Of Adjacency Pairs Using Dialogue Segmentation,
W99-0906,-1,0.0,-1,,A Computational Approach To Deciphering Unknown Scripts,A Computational Approach To Deciphering Unknown Scripts,
P86-1038,0.0,0.0,0.0,A LOGICAL SEMANTICS FOR FEATURE STRUCTURES,A Logical Semantics For Feature Structures,A Logical Semantics For Feature Structures,A LOGICAL SEMANTICS FOR FEATURE STRUCTURES
I08-2134,0.0,0.0,0.0,Exploiting Unlabeled Text to Extract New Words of Diﬀerent Semantic Transparency for Chinese Word,Exploiting Unlabeled Text to Extract New Words of Different Semantic Transparency for Chinese Word Segmentation,Exploiting Unlabeled Text to Extract New Words of Different Semantic Transparency for Chinese Word Segmentation,Exploiting Unlabeled Text to Extract New Words of Diﬀerent Semantic Transparency for Chinese Word
W03-1723,-1,0.0,-1,,A Two-Stage Statistical Word Segmentation System For Chinese,A Two-Stage Statistical Word Segmentation System For Chinese,
P04-1032,-1,0.0,-1,,Minimal Recursion Semantics As Dominance Constraints: Translation, Evaluation, And Analysis,Minimal Recursion Semantics As Dominance Constraints: Translation, Evaluation, And Analysis,
H05-1086,-1,0.0,-1,,A Translation Model For Sentence Retrieval,A Translation Model For Sentence Retrieval,
L08-1022,0.0,0.0,0.0,Combining Multiple Models for Speech Information Retrieval Muath Alzghool,Subdomain Sensitive Statistical Parsing using Raw Corpora,Subdomain Sensitive Statistical Parsing using Raw Corpora,Combining Multiple Models for Speech Information Retrieval Muath Alzghool
C10-1062,-1,0.0,-1,,Learning to Predict Readability using Diverse Linguistic Features,Learning to Predict Readability using Diverse Linguistic Features,
W05-0106,-1,0.0,-1,,Making Hidden Markov Models More Transparent,Making Hidden Markov Models More Transparent,
W10-0303,-1,0.0,-1,,Comparing Semantic Role Labeling with Typed Dependency Parsing in Computational Metaphor Identification,Comparing Semantic Role Labeling with Typed Dependency Parsing in Computational Metaphor Identification,
W06-2930,-1,0.0,-1,,Investigating Multilingual Dependency Parsing,Investigating Multilingual Dependency Parsing,
D09-1140,-1,0.0,-1,,Predicting Subjectivity in Multimodal Conversations,Predicting Subjectivity in Multimodal Conversations,
W13-0908,-1,0.0,-1,,Automatic Extraction of Linguistic Metaphors with LDA Topic Modeling,Automatic Extraction of Linguistic Metaphors with LDA Topic Modeling,
P05-1052,-1,0.0,-1,,Extracting Relations With Integrated Information Using Kernel Methods,Extracting Relations With Integrated Information Using Kernel Methods,
P10-2063,-1,0.0,-1,,Simultaneous Tokenization and Part-Of-Speech Tagging for Arabic without a Morphological Analyzer,Simultaneous Tokenization and Part-Of-Speech Tagging for Arabic without a Morphological Analyzer,
C92-2103,0.0,0.0,0.0,GENERATION FROM UNDER - AND OVERSPECIFIED STRUCTURES,Generation From Under- And Overspecified Structures,Generation From Under- And Overspecified Structures,GENERATION FROM UNDER - AND OVERSPECIFIED STRUCTURES
D07-1083,-1,0.0,-1,,Semi-Supervised Structured Output Learning Based on a Hybrid Generative and Discriminative Approach,Semi-Supervised Structured Output Learning Based on a Hybrid Generative and Discriminative Approach,
W03-2901,-1,0.0,-1,,Relations between Inflectional and Derivation Patterns,Relations between Inflectional and Derivation Patterns,
P10-1104,-1,0.0,-1,,Combining Data and Mathematical Models of Language Change,Combining Data and Mathematical Models of Language Change,
C10-2122,-1,0.0,-1,,Multilingual Summarization Evaluation without Human Models,Multilingual Summarization Evaluation without Human Models,
C10-2043,-1,0.0,-1,,Integrating N-best SMT Outputs into a TM System,Integrating N-best SMT Outputs into a TM System,
W06-1615,-1,0.0,-1,,Domain Adaptation With Structural Correspondence Learning,Domain Adaptation With Structural Correspondence Learning,
W11-2507,-1,0.0,-1,,Experimenting with transitive verbs in a DisCoCat,Experimenting with transitive verbs in a DisCoCat,
W96-0309,-1,0.0,-1,,Qualia Structure And The Compositional Interpretation Of Compounds,Qualia Structure And The Compositional Interpretation Of Compounds,
P10-2059,-1,0.0,-1,,Classification of Feedback Expressions in Multimodal Data,Classification of Feedback Expressions in Multimodal Data,
D07-1064,-1,0.0,-1,,A Discriminative Learning Model for Coordinate Conjunctions,A Discriminative Learning Model for Coordinate Conjunctions,
C08-1116,-1,0.0,-1,,Class-Driven Attribute Extraction,Class-Driven Attribute Extraction,
P04-2008,0.0,0.0,0.0,Improving the Accuracy of Subcategorizations Acquired from,Improving The Accuracy Of Subcategorizations Acquired From Corpora,Improving The Accuracy Of Subcategorizations Acquired From Corpora,Improving the Accuracy of Subcategorizations Acquired from
W12-3213,-1,0.0,-1,,Linking Citations to their Bibliographic references,Linking Citations to their Bibliographic references,
L08-1444,-1,0.0,-1,,Acquiring a Poor Man’s Inflectional Lexicon for German,Acquiring a Poor Man’s Inflectional Lexicon for German,
W08-2131,-1,0.0,-1,,Discriminative vs. Generative Approaches in Semantic Role Labeling,Discriminative vs. Generative Approaches in Semantic Role Labeling,
D08-1059,-1,0.0,-1,,A Tale of Two Parsers: Investigating and Combining Graph-based and Transition-based Dependency Parsing,A Tale of Two Parsers: Investigating and Combining Graph-based and Transition-based Dependency Parsing,
P06-2091,-1,0.0,-1,,Translating HPSG-Style Outputs Of A Robust Parser Into Typed Dynamic Logic,Translating HPSG-Style Outputs Of A Robust Parser Into Typed Dynamic Logic,
W03-1010,-1,0.0,-1,,A Plethora Of Methods For Learning English Countability,A Plethora Of Methods For Learning English Countability,
S13-2068,-1,0.0,-1,,Umigon: sentiment analysis for tweets based on terms lists and heuristics,Umigon: sentiment analysis for tweets based on terms lists and heuristics,
N03-4011,-1,0.0,-1,,Automatically Discovering Word Senses,Automatically Discovering Word Senses,
J11-1003,0.0,0.0,0.0,Towards Modular Development of Typed Uniﬁcation,Towards Modular Development of Typed Unification Grammars,Towards Modular Development of Typed Unification Grammars,Towards Modular Development of Typed Uniﬁcation
C04-1061,-1,0.0,-1,,Machine-Assisted Rhetorical Structure Annotation,Machine-Assisted Rhetorical Structure Annotation,
W01-1306,-1,0.0,-1,,Telling Temporal Locating Adverbials And Time-Denoting Expressions Apart,Telling Temporal Locating Adverbials And Time-Denoting Expressions Apart,
N06-1002,-1,0.0,-1,,Do We Need Phrases? Challenging The Conventional Wisdom In Statistical Machine Translation,Do We Need Phrases? Challenging The Conventional Wisdom In Statistical Machine Translation,
P06-2109,-1,0.0,-1,,Trimming CFG Parse Trees For Sentence Compression Using Machine Learning Approaches,Trimming CFG Parse Trees For Sentence Compression Using Machine Learning Approaches,
E12-1064,-1,0.0,-1,,Towards a model of formal and informal address in English,Towards a model of formal and informal address in English,
I05-4002,1.0,1.0,1.0,,,Evaluation of a Japanese CFG Derived from a Syntactically Annotated Corpus with Respect to Dependency Measures,Evaluation of a Japanese CFG Derived from a Syntactically Annotated Corpus with Respect to Dependency Measures
W08-0213,-1,0.0,-1,,Studying Discourse and Dialogue with SIDGrid,Studying Discourse and Dialogue with SIDGrid,
W03-0910,0.0,0.0,0.0,Deriving Verb - Meaning Clusters from Syntactic Structure,Deriving Verb-Meaning Clusters From Syntactic Structure,Deriving Verb-Meaning Clusters From Syntactic Structure,Deriving Verb - Meaning Clusters from Syntactic Structure
W00-1003,-1,0.0,-1,,The MATE Markup Framework,The MATE Markup Framework,
I08-1010,0.0,0.0,0.0,UCSG : A Wide Coverage Shallow Parsing System,UCSG: A Wide Coverage Shallow Parsing System,UCSG: A Wide Coverage Shallow Parsing System,UCSG : A Wide Coverage Shallow Parsing System
N07-1008,-1,0.0,-1,,Direct Translation Model 2,Direct Translation Model 2,
P07-2028,-1,0.0,-1,,On the formalization of Invariant Mappings for Metaphor Interpretation,On the formalization of Invariant Mappings for Metaphor Interpretation,
W06-2928,-1,0.0,-1,,Dependency Parsing With Reference To Slovene, Spanish And Swedish,Dependency Parsing With Reference To Slovene, Spanish And Swedish,
W11-1216,-1,0.0,-1,,Towards a Data Model for the Universal Corpus,Towards a Data Model for the Universal Corpus,
W13-2115,-1,0.0,-1,,Generating Student Feedback from Time-Series Data Using Reinforcement Learning,Generating Student Feedback from Time-Series Data Using Reinforcement Learning,
P00-1055,-1,0.0,-1,,Using Confidence Bands For Parallel Texts Alignment,Using Confidence Bands For Parallel Texts Alignment,
E06-2003,-1,0.0,-1,,LinguaStream: An Integrated Environment For Computational Linguistics Experimentation,LinguaStream: An Integrated Environment For Computational Linguistics Experimentation,
W06-1658,-1,0.0,-1,,Entity Annotation Based On Inverse Index Operations,Entity Annotation Based On Inverse Index Operations,
W11-0215,-1,0.0,-1,,Towards Exhaustive Event Extraction for Protein Modifications,Towards Exhaustive Event Extraction for Protein Modifications,
C00-2112,-1,0.0,-1,,Making Sense Of Reference To The Unfamiliar,Making Sense Of Reference To The Unfamiliar,
E83-1019,0.0,0.0,0.0,OF GLP AND ITS EXTENSIONS FOR SPEECH ANALYSIS The chart,How To Parse Gaps In Spoken Utterances,How To Parse Gaps In Spoken Utterances,OF GLP AND ITS EXTENSIONS FOR SPEECH ANALYSIS The chart
E06-3008,-1,0.0,-1,,Towards Robust Animacy Classification Using Morphosyntactic Distributional Features,Towards Robust Animacy Classification Using Morphosyntactic Distributional Features,
P08-1018,-1,0.0,-1,,Selecting Query Term Alternations for Web Search by Exploiting Query Contexts,Selecting Query Term Alternations for Web Search by Exploiting Query Contexts,
N07-1056,-1,0.0,-1,,Randomized Decoding for Selection-and-Ordering Problems,Randomized Decoding for Selection-and-Ordering Problems,
W09-2819,-1,0.0,-1,,UDel: Generating Referring Expressions Guided by Psycholinguistc Findings,UDel: Generating Referring Expressions Guided by Psycholinguistc Findings,
P11-2030,-1,0.0,-1,,Word Alignment via Submodular Maximization over Matroids,Word Alignment via Submodular Maximization over Matroids,
P04-1043,-1,0.0,-1,,A Study On Convolution Kernels For Shallow Statistic Parsing,A Study On Convolution Kernels For Shallow Statistic Parsing,
W09-0602,-1,0.0,-1,,Towards a Generation-Based Semantic Web Authoring Tool,Towards a Generation-Based Semantic Web Authoring Tool,
W02-0817,0.0,0.0,0.0,Building a Sense Tagged Corpus with Open Mind Word,Building A Sense Tagged Corpus With Open Mind Word Expert,Building A Sense Tagged Corpus With Open Mind Word Expert,Building a Sense Tagged Corpus with Open Mind Word
E09-1078,-1,0.0,-1,,Natural Language Generation as Planning Under Uncertainty for Spoken Dialogue Systems,Natural Language Generation as Planning Under Uncertainty for Spoken Dialogue Systems,
P13-5004,-1,0.0,-1,,Exploiting Social Media for Natural Language Processing: Bridging the Gap between Language-centric and Real-world Applications,Exploiting Social Media for Natural Language Processing: Bridging the Gap between Language-centric and Real-world Applications,
P82-1036,-1,0.0,-1,,On The Linguistic Character Of Non-Standard Input,On The Linguistic Character Of Non-Standard Input,
W02-0806,-1,0.0,-1,,Assessing System Agreement And Instance Difficulty In The Lexical,Assessing System Agreement And Instance Difficulty In The Lexical,
W06-3328,-1,0.0,-1,,Bootstrapping And Evaluating Named Entity Recognition In The Biomedical Domain,Bootstrapping And Evaluating Named Entity Recognition In The Biomedical Domain,
W08-0302,-1,0.0,-1,,Rich Source-Side Context for Statistical Machine Translation,Rich Source-Side Context for Statistical Machine Translation,
W09-2413,0.0,0.0,0.0,Proceedings of the NAACL HLT Workshop on Semantic Evaluations : Recent Achievements and Future,SemEval-2010 Task 3: Cross-lingual Word Sense Disambiguation,SemEval-2010 Task 3: Cross-lingual Word Sense Disambiguation,Proceedings of the NAACL HLT Workshop on Semantic Evaluations : Recent Achievements and Future
W04-2607,-1,0.0,-1,,Non-Classical Lexical Semantic Relations,Non-Classical Lexical Semantic Relations,
W08-0329,-1,0.0,-1,,Incremental Hypothesis Alignment for Building Confusion Networks with Application to Machine Translation System Combination,Incremental Hypothesis Alignment for Building Confusion Networks with Application to Machine Translation System Combination,
N03-4005,-1,0.0,-1,,A Spoken Dialogue Interface To A Geologist's Field Assistant,A Spoken Dialogue Interface To A Geologist's Field Assistant,
C04-1201,-1,0.0,-1,,A Language Independent Method For Question Classification,A Language Independent Method For Question Classification,
P11-1023,-1,0.0,-1,,MEANT: An inexpensive, high-accuracy, semi-automatic metric for evaluating translation utility based on semantic roles,MEANT: An inexpensive, high-accuracy, semi-automatic metric for evaluating translation utility based on semantic roles,
P13-1054,-1,0.0,-1,,ParGramBank: The ParGram Parallel Treebank,ParGramBank: The ParGram Parallel Treebank,
W02-0502,-1,0.0,-1,,Generating Hebrew Verb Morphology By Default Inheritance Hierarchies,Generating Hebrew Verb Morphology By Default Inheritance Hierarchies,
W13-4039,-1,0.0,-1,,Surface Text based Dialogue Models for Virtual Humans,Surface Text based Dialogue Models for Virtual Humans,
W97-0204,-1,0.0,-1,,A Frame-Semantic Approach To Semantic Annotation,A Frame-Semantic Approach To Semantic Annotation,
W06-1422,-1,0.0,-1,,GENEVAL: A Proposal For Shared-Task Evaluation In NLG,GENEVAL: A Proposal For Shared-Task Evaluation In NLG,
W10-4005,-1,0.0,-1,,The Noisier the Better: Identifying Multilingual Word Translations Using a Single Monolingual Corpus,The Noisier the Better: Identifying Multilingual Word Translations Using a Single Monolingual Corpus,
W10-3101,-1,0.0,-1,,Zones of conceptualisation in scientific papers: a window to negative and speculative statements,Zones of conceptualisation in scientific papers: a window to negative and speculative statements,
P08-1029,-1,0.0,-1,,Exploiting Feature Hierarchy for Transfer Learning in Named Entity Recognition,Exploiting Feature Hierarchy for Transfer Learning in Named Entity Recognition,
P13-2135,-1,0.0,-1,,Exploiting Qualitative Information from Automatic Word Alignment for Cross-lingual NLP Tasks,Exploiting Qualitative Information from Automatic Word Alignment for Cross-lingual NLP Tasks,
W10-4135,-1,0.0,-1,,High OOV-Recall Chinese Word Segmenter,High OOV-Recall Chinese Word Segmenter,
L08-1101,-1,0.0,-1,,Text Independent Speaker Identification in Multilingual Environments,Text Independent Speaker Identification in Multilingual Environments,
D10-1057,-1,0.0,-1,,We’re Not in Kansas Anymore: Detecting Domain Changes in Streams,We’re Not in Kansas Anymore: Detecting Domain Changes in Streams,
P09-1040,-1,0.0,-1,,Non-Projective Dependency Parsing in Expected Linear Time,Non-Projective Dependency Parsing in Expected Linear Time,
C86-1031,-1,0.0,-1,,Parsing In Parallel,Parsing In Parallel,
P05-1035,-1,0.0,-1,,QARLA: A Framework For The Evaluation Of Text Summarization Systems,QARLA: A Framework For The Evaluation Of Text Summarization Systems,
W11-0136,-1,0.0,-1,,Algebraic Approaches to Compositional Distributional Semantics,Algebraic Approaches to Compositional Distributional Semantics,
W06-0138,-1,0.0,-1,,Using Part-Of-Speech Reranking To Improve Chinese Word Segmentation,Using Part-Of-Speech Reranking To Improve Chinese Word Segmentation,
N13-3005,-1,0.0,-1,,A Web Application for the Diagnostic Evaluation of Machine Translation over Specific Linguistic Phenomena,A Web Application for the Diagnostic Evaluation of Machine Translation over Specific Linguistic Phenomena,
P05-1006,-1,0.0,-1,,The Role Of Semantic Roles In Disambiguating Verb Senses,The Role Of Semantic Roles In Disambiguating Verb Senses,
W10-2904,-1,0.0,-1,,Efficient, Correct, Unsupervised Learning for Context-Sensitive Languages,Efficient, Correct, Unsupervised Learning for Context-Sensitive Languages,
W12-0607,-1,0.0,-1,,Predicting the 2011 Dutch Senate Election Results with Twitter,Predicting the 2011 Dutch Senate Election Results with Twitter,
P07-2015,-1,0.0,-1,,Support Vector Machines for Query-focused Summarization trained and evaluated on Pyramid data,Support Vector Machines for Query-focused Summarization trained and evaluated on Pyramid data,
P13-1013,-1,0.0,-1,,Chinese Parsing Exploiting Characters,Chinese Parsing Exploiting Characters,
P89-1010,-1,0.0,-1,,Word Association Norms, Mutual Information, And Lexicography,Word Association Norms, Mutual Information, And Lexicography,
N06-1019,-1,0.0,-1,,Partial Training For A Lexicalized-Grammar Parser,Partial Training For A Lexicalized-Grammar Parser,
D12-1014,0.0,0.0,0.0,A Weakly Supervised Model for Sentence - Level Semantic Orientation Analysis with Multiple Experts Lizhen,A Weakly Supervised Model for Sentence-Level Semantic Orientation Analysis with Multiple Experts,A Weakly Supervised Model for Sentence-Level Semantic Orientation Analysis with Multiple Experts,A Weakly Supervised Model for Sentence - Level Semantic Orientation Analysis with Multiple Experts Lizhen
W03-1205,-1,0.0,-1,,An Evolutionary Approach For Improving The Quality Of Automatic Summaries,An Evolutionary Approach For Improving The Quality Of Automatic Summaries,
P01-1012,-1,0.0,-1,,Detecting Problematic Turns In Human-Machine Interactions: Rule-Induction Versus Memory-Based Learning Approaches,Detecting Problematic Turns In Human-Machine Interactions: Rule-Induction Versus Memory-Based Learning Approaches,
W00-1109,0.0,0.0,0.0,From Information Retrieval to Information,From Information Retrieval To Information Extraction,From Information Retrieval To Information Extraction,From Information Retrieval to Information
W06-1803,-1,0.0,-1,,Interpretation And Generation In A Knowledge-Based TutorialSystem,Interpretation And Generation In A Knowledge-Based TutorialSystem,
P12-1061,-1,0.0,-1,,Community Answer Summarization for Multi-Sentence Question with Group L1 Regularization,Community Answer Summarization for Multi-Sentence Question with Group L1 Regularization,
C92-4195,0.0,0.0,0.0,BROAD COVERAGE AUTOMATIC MORPHOLOGICAL SEGMENTATION OF,Broad Coverage Automatic Morphological Segmentation Of German Words,Broad Coverage Automatic Morphological Segmentation Of German Words,BROAD COVERAGE AUTOMATIC MORPHOLOGICAL SEGMENTATION OF
P08-1044,-1,0.0,-1,,Which Words Are Hard to Recognize? Prosodic, Lexical, and Disfluency Factors that Increase ASR Error Rates,Which Words Are Hard to Recognize? Prosodic, Lexical, and Disfluency Factors that Increase ASR Error Rates,
W07-1006,-1,0.0,-1,,Combining multiple evidence for gene symbol disambiguation,Combining multiple evidence for gene symbol disambiguation,
W10-3006,-1,0.0,-1,,Memory-Based Resolution of In-Sentence Scopes of Hedge Cues,Memory-Based Resolution of In-Sentence Scopes of Hedge Cues,
E12-2020,-1,0.0,-1,,HadoopPerceptron: a Toolkit for Distributed Perceptron Training and Prediction with MapReduce,HadoopPerceptron: a Toolkit for Distributed Perceptron Training and Prediction with MapReduce,
C04-1176,-1,0.0,-1,,Automatic Construction Of Japanese KATAKANA Variant List From Large Corpus,Automatic Construction Of Japanese KATAKANA Variant List From Large Corpus,
W12-6212,-1,0.0,-1,,Developing an Open-Source FST Grammar for Verb Chain Transfer in a Spanish-Basque MT System,Developing an Open-Source FST Grammar for Verb Chain Transfer in a Spanish-Basque MT System,
W11-1609,-1,0.0,-1,,Creating Disjunctive Logical Forms from Aligned Sentences for Grammar-Based Paraphrase Generation,Creating Disjunctive Logical Forms from Aligned Sentences for Grammar-Based Paraphrase Generation,
W08-0702,-1,0.0,-1,,Bayesian Learning over Conflicting Data: Predictions for Language Change,Bayesian Learning over Conflicting Data: Predictions for Language Change,
P11-1151,-1,0.0,-1,,Collective Classification of Congressional Floor-Debate Transcripts,Collective Classification of Congressional Floor-Debate Transcripts,
P11-2096,-1,0.0,-1,,An Empirical Evaluation of Data-Driven Paraphrase Generation Techniques,An Empirical Evaluation of Data-Driven Paraphrase Generation Techniques,
L08-1209,-1,0.0,-1,,Lexicon Schemas and Related Data Models: when Standards Meet Users,Lexicon Schemas and Related Data Models: when Standards Meet Users,
D10-1027,-1,0.0,-1,,Efficient Incremental Decoding for Tree-to-String Translation,Efficient Incremental Decoding for Tree-to-String Translation,
W11-0808,-1,0.0,-1,,Two Types of Korean Light Verb Constructions in a Typed Feature Structure Grammar,Two Types of Korean Light Verb Constructions in a Typed Feature Structure Grammar,
W00-0717,-1,0.0,-1,,Inducing Syntactic Categories By Context Distribution Clustering,Inducing Syntactic Categories By Context Distribution Clustering,
W10-4153,1.0,1.0,1.0,,,A Multi-stage Clustering Framework for Chinese Personal Name Disambiguation,A Multi-stage Clustering Framework for Chinese Personal Name Disambiguation
W00-1417,0.0,0.0,0.0,Content Aggregation in Natural Language Hypertext Summarization of OLAP and Data Mining,Content Aggregation In Natural Language Hypertext Summarization Of OLAP And Data Mining Discoveries,Content Aggregation In Natural Language Hypertext Summarization Of OLAP And Data Mining Discoveries,Content Aggregation in Natural Language Hypertext Summarization of OLAP and Data Mining
D13-1162,-1,0.0,-1,,Classifying Message Board Posts with an Extracted Lexicon of Patient Attributes,Classifying Message Board Posts with an Extracted Lexicon of Patient Attributes,
P05-1061,-1,0.0,-1,,Simple Algorithms For Complex Relation Extraction With Applications To Biomedical IE,Simple Algorithms For Complex Relation Extraction With Applications To Biomedical IE,
P84-1073,-1,0.0,-1,,LR Parsers For Natural Languages,LR Parsers For Natural Languages,
W11-0125,-1,0.0,-1,,Incremental dialogue act understanding,Incremental dialogue act understanding,
W04-3239,0.0,0.0,0.0,A Boosting Algorithm for Classiﬁcation of Semi-Structured,A Boosting Algorithm For Classification Of Semi-Structured Text,A Boosting Algorithm For Classification Of Semi-Structured Text,A Boosting Algorithm for Classiﬁcation of Semi-Structured
L08-1239,1.0,1.0,1.0,,,Automatic extraction of subcategorization frames for Italian,Automatic extraction of subcategorization frames for Italian
W04-2317,-1,0.0,-1,,Towards Automatic Addressee Identification In Multi-Party Dialogues,Towards Automatic Addressee Identification In Multi-Party Dialogues,
E12-3007,-1,0.0,-1,,Discourse Type Clustering using POS n-gram Profiles and High-Dimensional Embeddings,Discourse Type Clustering using POS n-gram Profiles and High-Dimensional Embeddings,
W10-4306,-1,0.0,-1,,Probabilistic Ontology Trees for Belief Tracking in Dialog Systems,Probabilistic Ontology Trees for Belief Tracking in Dialog Systems,
W04-2708,-1,0.0,-1,,Prague Czech-English Dependency Treebank: Any Hopes For A Common Annotation Scheme?,Prague Czech-English Dependency Treebank: Any Hopes For A Common Annotation Scheme?,
C94-2189,0.0,0.0,0.0,ROBUST METHOD OF PRONOUN RESOLUTION USING FULL - TEXT INFORMATION Tetsuya,Robust Method Of Pronoun Resolution Using Full-Text Information,Robust Method Of Pronoun Resolution Using Full-Text Information,ROBUST METHOD OF PRONOUN RESOLUTION USING FULL - TEXT INFORMATION Tetsuya
W09-2013,-1,0.0,-1,,’Sorry’ is the hardest word,’Sorry’ is the hardest word,
P13-2015,-1,0.0,-1,,Domain-Specific Coreference Resolution with Lexicalized Features,Domain-Specific Coreference Resolution with Lexicalized Features,
W06-1113,-1,0.0,-1,,Variants Of Tree Similarity In A Question Answering Task,Variants Of Tree Similarity In A Question Answering Task,
C02-1140,-1,0.0,-1,,Bringing The Dictionary To The User: The FOKS System,Bringing The Dictionary To The User: The FOKS System,
W07-2017,-1,0.0,-1,,SemEval-2007 Task 18: Arabic Semantic Labeling,SemEval-2007 Task 18: Arabic Semantic Labeling,
D08-1098,-1,0.0,-1,,CoCQA: Co-Training over Questions and Answers with an Application to Predicting Question Subjectivity Orientation,CoCQA: Co-Training over Questions and Answers with an Application to Predicting Question Subjectivity Orientation,
C08-1026,-1,0.0,-1,,Representations for category disambiguation,Representations for category disambiguation,
A92-1007,0.0,0.0,0.0,Automatic Generation of Multimodal Weather Reports from,Automatic Generation Of Multimodal Weather Reports From Datasets,Automatic Generation Of Multimodal Weather Reports From Datasets,Automatic Generation of Multimodal Weather Reports from
N09-1021,-1,0.0,-1,,Phrase-Based Query Degradation Modeling for Vocabulary-Independent Ranked Utterance Retrieval,Phrase-Based Query Degradation Modeling for Vocabulary-Independent Ranked Utterance Retrieval,
W09-0806,0.0,0.0,0.0,Automatic Treebank - Based Acquisition of Arabic LFG,Automatic Treebank-Based Acquisition of Arabic LFG Dependency Structures,Automatic Treebank-Based Acquisition of Arabic LFG Dependency Structures,Automatic Treebank - Based Acquisition of Arabic LFG
W10-1721,-1,0.0,-1,,The Cunei Machine Translation Platform for WMT ’10,The Cunei Machine Translation Platform for WMT ’10,
